,0
"('Unforgettable', 'goosebumps')",0.0112
"('Closer', 'Sorry')",0.0104
"('Broccoli (feat. Lil Yachty)', 'No Type')",0.012
"('Bank Account', 'goosebumps')",0.0136
"('Mask Off', 'Slippery (feat. Gucci Mane)')",0.0136
"('Black Beatles', 'Chill Bill')",0.012
"('4 AM', 'HUMBLE.')",0.0112
"('No Heart', 'goosebumps')",0.0112
"('Fake Love', 'goosebumps')",0.012
"('Bank Account', 'Slippery (feat. Gucci Mane)')",0.0112
"('Bounce Back', 'Swang')",0.0168
"('Bounce Back', 'Tunnel Vision')",0.0152
"('Black Beatles', 'Swang')",0.0104
"('Father Stretch My Hands Pt. 1', 'Waves')",0.0104
"('Body Like A Back Road', 'T-Shirt')",0.0104
"('Congratulations', 'White Iverson')",0.012
"('Broccoli (feat. Lil Yachty)', 'Gold Digger')",0.0112
"('Chill Bill', 'Tunnel Vision')",0.0112
"('HUMBLE.', 'Magnolia')",0.0128
"('Rolex', 'Tunnel Vision')",0.0104
"('Break Up In A Small Town', 'Die A Happy Man')",0.0104
"('Broccoli (feat. Lil Yachty)', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.0144
"('Fake Love', 'Jumpman')",0.0112
"('HUMBLE.', 'Passionfruit')",0.0152
"('Closer', 'Cold Water (feat. Justin Bieber & MØ)')",0.016
"('Mask Off', 'Tunnel Vision')",0.0152
"('Play It Again', ""That's My Kind Of Night"")",0.0128
"('Bodak Yellow', 'XO TOUR Llif3')",0.0104
"('Bounce Back', 'Fake Love')",0.0128
"('Bodak Yellow', 'Congratulations')",0.012
"('Bodak Yellow', 'HUMBLE.')",0.012
"('Slippery (feat. Gucci Mane)', 'XO TOUR Llif3')",0.0152
"('Bad and Boujee (feat. Lil Uzi Vert)', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.012
"('Bounce Back', 'iSpy (feat. Lil Yachty)')",0.016
"('Fake Love', 'Tunnel Vision')",0.0104
"('Ignition - Remix', 'Yeah!')",0.0112
"('Let Me Love You', 'One Dance')",0.0112
"('Broccoli (feat. Lil Yachty)', 'Uber Everywhere')",0.0104
"(""I Don't Fuck With You"", 'Trap Queen')",0.0128
"('Congratulations', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.0128
"('T-Shirt', 'goosebumps')",0.0112
"('Broccoli (feat. Lil Yachty)', 'One Dance')",0.0112
"('4 AM', 'goosebumps')",0.0104
"(""I'm the One"", ""That's What I Like"")",0.0104
"('Black Beatles', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.0104
"('Closer', 'Panda')",0.0104
"('Slippery (feat. Gucci Mane)', 'iSpy (feat. Lil Yachty)')",0.0136
"('White Iverson', 'goosebumps')",0.012
"('goosebumps', 'iSpy (feat. Lil Yachty)')",0.016
"('XO TOUR Llif3', 'rockstar')",0.0128
"('Congratulations', 'What They Want')",0.0104
"('goosebumps', 'rockstar')",0.0144
"('HUMBLE.', 'Panda')",0.012
"(""Don't Let Me Down"", 'Work from Home')",0.0104
"('No Problem (feat. Lil Wayne & 2 Chainz)', 'iSpy (feat. Lil Yachty)')",0.0112
"('Closer', 'Paris')",0.0112
"('I Get The Bag (feat. Migos)', 'XO TOUR Llif3')",0.0104
"('One Dance', 'Too Good')",0.0136
"('No Role Modelz', 'Stronger')",0.012
"('Drowning (feat. Kodak Black)', 'XO TOUR Llif3')",0.0136
"('Santeria', 'What I Got')",0.0112
"('HUMBLE.', 'Unforgettable')",0.0112
"('Bounce Back', 'goosebumps')",0.0208
"(""'Till I Collapse"", 'Lose Yourself - Soundtrack Version')",0.0136
"('Chill Bill', 'Uber Everywhere')",0.0104
"('679 (feat. Remy Boyz)', 'Trap Queen')",0.012
"('CAN\'T STOP THE FEELING! (Original Song from DreamWorks Animation\'s ""TROLLS"")', 'Cheap Thrills')",0.0104
"('Bounce Back', 'Slippery (feat. Gucci Mane)')",0.0128
"('T-Shirt', 'Tunnel Vision')",0.0112
"('Knee Deep (feat. Jimmy Buffett)', 'Toes')",0.0128
"(""Ain't No Mountain High Enough"", 'September')",0.012
"('HUMBLE.', 'XO TOUR Llif3')",0.0216
"('Cold Water (feat. Justin Bieber & MØ)', 'One Dance')",0.0128
"('Bodak Yellow', 'Slippery (feat. Gucci Mane)')",0.0112
"('Tunnel Vision', 'iSpy (feat. Lil Yachty)')",0.0176
"('Slippery (feat. Gucci Mane)', 'goosebumps')",0.0136
"('Cold Water (feat. Justin Bieber & MØ)', ""Don't Let Me Down"")",0.0112
"('Leave The Night On', 'Make Me Wanna')",0.0104
"('Butterfly Effect', 'Magnolia')",0.0104
"('Closer', 'Work from Home')",0.0104
"('Closer', 'Love Yourself')",0.0104
"('Congratulations', 'Redbone')",0.0136
"('Tunnel Vision', 'rockstar')",0.0104
"('Bounce Back', 'Broccoli (feat. Lil Yachty)')",0.0144
"('Let Me Love You', 'Sorry')",0.012
"('Broccoli (feat. Lil Yachty)', 'One Night')",0.0104
"('HUMBLE.', 'iSpy (feat. Lil Yachty)')",0.0176
"('Bounce Back', 'Chill Bill')",0.0128
"('No Problem (feat. Lil Wayne & 2 Chainz)', 'goosebumps')",0.0128
"('Broccoli (feat. Lil Yachty)', 'Closer')",0.0136
"('Caroline', 'XO TOUR Llif3')",0.0136
"('HUMBLE.', 'Location')",0.0104
"(""I'm the One"", 'Passionfruit')",0.0112
"('Caroline', 'Congratulations')",0.016
"('Caroline', 'HUMBLE.')",0.0168
"('Deja Vu', 'XO TOUR Llif3')",0.0112
"(""Don't Let Me Down"", 'Roses')",0.0112
"('Closer', 'Starving')",0.0136
"('Die A Happy Man', 'Take Your Time')",0.0112
"('Deja Vu', 'HUMBLE.')",0.0104
"('Congratulations', 'Location')",0.0112
"('Slippery (feat. Gucci Mane)', 'Swang')",0.0128
"('Tunnel Vision', 'goosebumps')",0.012
"('Slippery (feat. Gucci Mane)', 'Tunnel Vision')",0.0144
"('Congratulations', 'Drowning (feat. Kodak Black)')",0.0112
"('Love Yourself', 'Sorry')",0.0184
"('Controlla', 'One Dance')",0.0104
"(""Don't Let Me Down"", 'This Is What You Came For')",0.0104
"('One Dance', 'Sorry')",0.0112
"('Jumpman', 'No Role Modelz')",0.0104
"('HUMBLE.', 'goosebumps')",0.0184
"('Congratulations', 'Magnolia')",0.0112
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles')",0.012
"('You Was Right', 'goosebumps')",0.0104
"('HUMBLE.', 'Slippery (feat. Gucci Mane)')",0.0168
"('Congratulations', 'Passionfruit')",0.0112
"('Jumpman', 'Panda')",0.012
"('Lean On (feat. MØ & DJ Snake)', 'Where Are Ü Now (with Justin Bieber)')",0.0104
"('Magnolia', 'XO TOUR Llif3')",0.0128
"('Closer', 'Roses')",0.0144
"('Passionfruit', 'XO TOUR Llif3')",0.0104
"('Shape of You', 'Something Just Like This')",0.0112
"('Bounce Back', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.0104
"('Despacito - Remix', ""I'm the One"")",0.0168
"('Butterfly Effect', 'XO TOUR Llif3')",0.0128
"('Bodak Yellow', 'rockstar')",0.0112
"('HUMBLE.', 'Jumpman')",0.0136
"('Congratulations', 'Moves')",0.0112
"('Congratulations', 'Deja Vu')",0.012
"('Bank Account', 'Butterfly Effect')",0.0136
"('Broccoli (feat. Lil Yachty)', 'Panda')",0.0144
"('Closer', 'This Is What You Came For')",0.0112
"('HUMBLE.', 'Mask Off')",0.0168
"('Butterfly Effect', 'Congratulations')",0.012
"('Butterfly Effect', 'HUMBLE.')",0.012
"('Slippery (feat. Gucci Mane)', 'rockstar')",0.012
"('Make Me Wanna', 'This Is How We Roll')",0.0104
"('Deja Vu', 'goosebumps')",0.0136
"('HUMBLE.', 'Swang')",0.0152
"('Bank Account', 'Magnolia')",0.0136
"('HUMBLE.', 'Tunnel Vision')",0.0184
"('Congratulations', 'Mask Off')",0.0184
"('Swang', 'XO TOUR Llif3')",0.0168
"('X (feat. Future)', 'XO TOUR Llif3')",0.0104
"('Drowning (feat. Kodak Black)', 'HUMBLE.')",0.0136
"('Broccoli (feat. Lil Yachty)', 'XO TOUR Llif3')",0.012
"('Needed Me', 'One Dance')",0.012
"('Jumpman', 'iSpy (feat. Lil Yachty)')",0.0112
"('Caroline', 'Jumpman')",0.0104
"(""I'm the One"", 'iSpy (feat. Lil Yachty)')",0.0104
"('Location', 'goosebumps')",0.0104
"('Caroline', 'Mask Off')",0.012
"('Fake Love', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.0104
"('One Dance', 'Panda')",0.0104
"('Drowning (feat. Kodak Black)', 'iSpy (feat. Lil Yachty)')",0.0112
"('Congratulations', 'Unforgettable')",0.0144
"('Swang', 'iSpy (feat. Lil Yachty)')",0.0176
"('Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3')",0.0112
"('Caroline', 'Swang')",0.0128
"('Caroline', 'Tunnel Vision')",0.0112
"('Drowning (feat. Kodak Black)', 'rockstar')",0.012
"('Congratulations', 'XO TOUR Llif3')",0.0208
"('Take Your Time', 'This Is How We Roll')",0.0104
"('Magnolia', 'Slippery (feat. Gucci Mane)')",0.0112
"('Congratulations', 'HUMBLE.')",0.024
"('Closer', 'Ride')",0.0112
"(""Ain't No Mountain High Enough"", 'I Want You Back')",0.012
"('Butterfly Effect', 'goosebumps')",0.0136
"('Broccoli (feat. Lil Yachty)', 'Caroline')",0.0216
"('Forever', 'Gold Digger')",0.0104
"('Congratulations', 'Fake Love')",0.0144
"('Closer', 'Gold')",0.0136
"('What Do You Mean?', 'Where Are Ü Now (with Justin Bieber)')",0.0112
"('HUMBLE.', 'rockstar')",0.0128
"('Chill Bill', 'XO TOUR Llif3')",0.0112
"('Butterfly Effect', 'Slippery (feat. Gucci Mane)')",0.0112
"('Congratulations', 'iSpy (feat. Lil Yachty)')",0.0216
"('Chill Bill', 'Congratulations')",0.0152
"('Chill Bill', 'HUMBLE.')",0.0144
"('Mask Off', 'Unforgettable')",0.0112
"('Caroline', 'Fake Love')",0.0152
"('HUMBLE.', 'Wild Thoughts')",0.0112
"('Get Low - Street', 'Yeah!')",0.0104
"(""Don't Stop Believin'"", ""Livin' On A Prayer"")",0.0104
"('Waves', 'goosebumps')",0.0112
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Caroline')",0.0136
"('Redbone', 'XO TOUR Llif3')",0.0112
"('Congratulations', 'rockstar')",0.0144
"('Roses', 'Sorry')",0.012
"('Drowning (feat. Kodak Black)', 'goosebumps')",0.0112
"('Cold Water (feat. Justin Bieber & MØ)', 'Let Me Love You')",0.012
"('Congratulations', 'Rolex')",0.0128
"('Swang', 'goosebumps')",0.0152
"('X (feat. Future)', 'goosebumps')",0.0112
"('Caroline', 'iSpy (feat. Lil Yachty)')",0.0184
"('HUMBLE.', ""I'm the One"")",0.0128
"('Mask Off', 'XO TOUR Llif3')",0.0152
"('Butterfly Effect', 'I Get The Bag (feat. Migos)')",0.0104
"('Unforgettable', 'XO TOUR Llif3')",0.012
"('Portland', 'XO TOUR Llif3')",0.0104
"('Bank Account', 'XO TOUR Llif3')",0.0152
"('Bad and Boujee (feat. Lil Uzi Vert)', 'X (feat. Future)')",0.0104
"('Black Beatles', 'Caroline')",0.0136
"('Caroline', 'Waves')",0.0112
"('Roses', 'Stay')",0.0104
"('Sorry', 'Work from Home')",0.0104
"('Fake Love', 'XO TOUR Llif3')",0.0112
"('Bank Account', 'Congratulations')",0.0144
"('Slippery (feat. Gucci Mane)', 'T-Shirt')",0.012
"('Bank Account', 'HUMBLE.')",0.012
"('Ni**as In Paris', 'Stronger')",0.0104
"('POWER', 'Stronger')",0.0104
"('HUMBLE.', 'Portland')",0.0112
"('Sorry', 'What Do You Mean?')",0.0176
"('Congratulations', 'goosebumps')",0.0248
"('goosebumps', 'pick up the phone')",0.0136
"('Broccoli (feat. Lil Yachty)', 'Mask Off')",0.012
"('Congratulations', 'Slippery (feat. Gucci Mane)')",0.0152
"(""Don't Stop Believin'"", 'Eye of the Tiger')",0.0104
"('Drowning (feat. Kodak Black)', 'Tunnel Vision')",0.0112
"('Swang', 'Tunnel Vision')",0.0152
"('Caroline', 'goosebumps')",0.016
"('Fake Love', 'Location')",0.0128
"('Bounce Back', 'Moves')",0.0104
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Mask Off')",0.012
"('Heathens', 'Ride')",0.0128
"('One Dance', 'Work')",0.0112
"('Congratulations', 'Jumpman')",0.0128
"('Congratulations', 'Selfish')",0.0112
"('Swang', 'T-Shirt')",0.0112
"('DNA.', 'XO TOUR Llif3')",0.0144
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Swang')",0.0128
"('DNA.', 'HUMBLE.')",0.0192
"('Butterfly Effect', 'rockstar')",0.0136
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Bounce Back')",0.0168
"('Broccoli (feat. Lil Yachty)', 'Congratulations')",0.016
"('Broccoli (feat. Lil Yachty)', 'HUMBLE.')",0.0176
"('Congratulations', 'Swang')",0.0176
"('Congratulations', 'Tunnel Vision')",0.0184
"('Chill Bill', 'Mask Off')",0.0128
"('White Iverson', 'XO TOUR Llif3')",0.0104
"('Caroline', 'Chill Bill')",0.0152
"('DNA.', 'iSpy (feat. Lil Yachty)')",0.0104
"('Portland', 'Slippery (feat. Gucci Mane)')",0.0112
"('4 AM', 'Bank Account')",0.012
"('Chicken Fried', 'Toes')",0.012
"('Let Me Love You', 'Love Yourself')",0.0128
"('I Took A Pill In Ibiza - Seeb Remix', 'Sorry')",0.0104
"(""Don't"", 'Exchange')",0.0104
"('Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)')",0.0144
"('Chill Bill', 'Swang')",0.012
"('Black Beatles', 'Bounce Back')",0.0112
"('Congratulations', 'T-Shirt')",0.0112
"(""Ain't No Mountain High Enough"", 'My Girl')",0.012
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Congratulations')",0.016
"('Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.')",0.0184
"('HUMBLE.', 'Magnolia', 'XO TOUR Llif3')",0.0104
"('Bounce Back', 'Swang', 'iSpy (feat. Lil Yachty)')",0.012
"('Caroline', 'Congratulations', 'goosebumps')",0.012
"('Congratulations', 'Mask Off', 'Swang')",0.0104
"('Bounce Back', 'Congratulations', 'goosebumps')",0.0184
"('Congratulations', 'Swang', 'iSpy (feat. Lil Yachty)')",0.0136
"('Chill Bill', 'goosebumps', 'iSpy (feat. Lil Yachty)')",0.0104
"('Congratulations', 'goosebumps', 'iSpy (feat. Lil Yachty)')",0.0128
"('Swang', 'Tunnel Vision', 'XO TOUR Llif3')",0.0112
"('Bounce Back', 'Congratulations', 'HUMBLE.')",0.0144
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Tunnel Vision', 'iSpy (feat. Lil Yachty)')",0.0104
"('HUMBLE.', 'XO TOUR Llif3', 'iSpy (feat. Lil Yachty)')",0.0112
"('Bank Account', 'HUMBLE.', 'XO TOUR Llif3')",0.0104
"('Slippery (feat. Gucci Mane)', 'XO TOUR Llif3', 'goosebumps')",0.0112
"('Bounce Back', 'Tunnel Vision', 'XO TOUR Llif3')",0.0112
"('DNA.', 'Swang', 'XO TOUR Llif3')",0.0104
"('DNA.', 'HUMBLE.', 'Slippery (feat. Gucci Mane)')",0.0104
"('Bank Account', 'Butterfly Effect', 'rockstar')",0.0112
"('Bounce Back', 'Tunnel Vision', 'goosebumps')",0.0104
"('Caroline', 'Tunnel Vision', 'iSpy (feat. Lil Yachty)')",0.0104
"('Congratulations', 'Tunnel Vision', 'XO TOUR Llif3')",0.012
"('Congratulations', 'Tunnel Vision', 'goosebumps')",0.0112
"('Chill Bill', 'Congratulations', 'Tunnel Vision')",0.0104
"('HUMBLE.', 'Mask Off', 'Tunnel Vision')",0.012
"('Congratulations', 'HUMBLE.', 'Swang')",0.0112
"('Bounce Back', 'Congratulations', 'Slippery (feat. Gucci Mane)')",0.0104
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Bounce Back', 'Broccoli (feat. Lil Yachty)')",0.012
"('Tunnel Vision', 'XO TOUR Llif3', 'iSpy (feat. Lil Yachty)')",0.0104
"('Congratulations', 'Slippery (feat. Gucci Mane)', 'Swang')",0.0112
"('Chill Bill', 'Swang', 'XO TOUR Llif3')",0.0104
"('Bounce Back', 'HUMBLE.', 'XO TOUR Llif3')",0.012
"('Congratulations', 'Rolex', 'goosebumps')",0.0104
"('Love Yourself', 'Sorry', 'What Do You Mean?')",0.0104
"('Bounce Back', 'Swang', 'Tunnel Vision')",0.012
"('Swang', 'goosebumps', 'iSpy (feat. Lil Yachty)')",0.0104
"('Mask Off', 'XO TOUR Llif3', 'goosebumps')",0.012
"('Bounce Back', 'Chill Bill', 'Swang')",0.0112
"('Bounce Back', 'Mask Off', 'XO TOUR Llif3')",0.0112
"('Mask Off', 'Slippery (feat. Gucci Mane)', 'XO TOUR Llif3')",0.012
"('HUMBLE.', 'Tunnel Vision', 'XO TOUR Llif3')",0.0112
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Congratulations', 'iSpy (feat. Lil Yachty)')",0.0112
"('Bounce Back', 'HUMBLE.', 'iSpy (feat. Lil Yachty)')",0.0112
"('Bounce Back', 'Mask Off', 'goosebumps')",0.0112
"('HUMBLE.', 'Slippery (feat. Gucci Mane)', 'XO TOUR Llif3')",0.012
"('Congratulations', 'Swang', 'Tunnel Vision')",0.0136
"('HUMBLE.', 'Slippery (feat. Gucci Mane)', 'goosebumps')",0.0104
"('Bank Account', 'Butterfly Effect', 'Congratulations')",0.0104
"(""Ain't No Mountain High Enough"", 'I Want You Back', 'September')",0.0104
"('Black Beatles', 'Caroline', 'Chill Bill')",0.0104
"('Bounce Back', 'Caroline', 'iSpy (feat. Lil Yachty)')",0.012
"('XO TOUR Llif3', 'goosebumps', 'iSpy (feat. Lil Yachty)')",0.012
"('Congratulations', 'HUMBLE.', 'iSpy (feat. Lil Yachty)')",0.0144
"('HUMBLE.', 'Mask Off', 'goosebumps')",0.0112
"('Chill Bill', 'Congratulations', 'HUMBLE.')",0.0104
"('Bank Account', 'Congratulations', 'XO TOUR Llif3')",0.012
"('Bank Account', 'Congratulations', 'goosebumps')",0.0112
"('Congratulations', 'Slippery (feat. Gucci Mane)', 'iSpy (feat. Lil Yachty)')",0.0112
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Congratulations', 'Mask Off')",0.0104
"('Broccoli (feat. Lil Yachty)', 'Congratulations', 'iSpy (feat. Lil Yachty)')",0.0104
"('Swang', 'XO TOUR Llif3', 'goosebumps')",0.0104
"('DNA.', 'HUMBLE.', 'XO TOUR Llif3')",0.0128
"('Bounce Back', 'Chill Bill', 'iSpy (feat. Lil Yachty)')",0.0104
"('Congratulations', 'HUMBLE.', 'Mask Off')",0.0128
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)', 'Chill Bill')",0.0112
"('Bounce Back', 'XO TOUR Llif3', 'goosebumps')",0.0144
"('Bounce Back', 'Congratulations', 'XO TOUR Llif3')",0.0152
"('Broccoli (feat. Lil Yachty)', 'Caroline', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.0104
"('HUMBLE.', 'Mask Off', 'Slippery (feat. Gucci Mane)')",0.0104
"('Bounce Back', 'Slippery (feat. Gucci Mane)', 'goosebumps')",0.0112
"('Caroline', 'XO TOUR Llif3', 'iSpy (feat. Lil Yachty)')",0.012
"('HUMBLE.', 'goosebumps', 'iSpy (feat. Lil Yachty)')",0.0112
"('Congratulations', 'XO TOUR Llif3', 'goosebumps')",0.0168
"('Slippery (feat. Gucci Mane)', 'Swang', 'XO TOUR Llif3')",0.0112
"('Caroline', 'Congratulations', 'iSpy (feat. Lil Yachty)')",0.0112
"('Bounce Back', 'Congratulations', 'iSpy (feat. Lil Yachty)')",0.0144
"('Bounce Back', 'HUMBLE.', 'Tunnel Vision')",0.0104
"('Slippery (feat. Gucci Mane)', 'Swang', 'iSpy (feat. Lil Yachty)')",0.0104
"('Swang', 'Tunnel Vision', 'iSpy (feat. Lil Yachty)')",0.0128
"('Butterfly Effect', 'HUMBLE.', 'XO TOUR Llif3')",0.0104
"('Congratulations', 'Mask Off', 'goosebumps')",0.012
"('Mask Off', 'Tunnel Vision', 'XO TOUR Llif3')",0.0104
"('Congratulations', 'HUMBLE.', 'Tunnel Vision')",0.0128
"('Bounce Back', 'Broccoli (feat. Lil Yachty)', 'Congratulations')",0.0112
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)', 'Congratulations')",0.0128
"('Slippery (feat. Gucci Mane)', 'XO TOUR Llif3', 'iSpy (feat. Lil Yachty)')",0.0104
"('Congratulations', 'Slippery (feat. Gucci Mane)', 'Tunnel Vision')",0.0112
"('Bounce Back', 'Tunnel Vision', 'iSpy (feat. Lil Yachty)')",0.012
"('Bounce Back', 'Congratulations', 'Mask Off')",0.012
"('Drowning (feat. Kodak Black)', 'HUMBLE.', 'XO TOUR Llif3')",0.0104
"('Bounce Back', 'Mask Off', 'Swang')",0.0104
"('Caroline', 'goosebumps', 'iSpy (feat. Lil Yachty)')",0.0112
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)', 'Caroline')",0.0112
"('Bounce Back', 'Caroline', 'Congratulations')",0.012
"('Congratulations', 'goosebumps', 'rockstar')",0.012
"('Congratulations', 'Tunnel Vision', 'iSpy (feat. Lil Yachty)')",0.0136
"('Caroline', 'HUMBLE.', 'goosebumps')",0.0112
"('Bank Account', 'Congratulations', 'Magnolia')",0.0104
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)', 'HUMBLE.')",0.012
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Congratulations', 'HUMBLE.')",0.012
"('Chill Bill', 'Swang', 'iSpy (feat. Lil Yachty)')",0.0104
"('Congratulations', 'Mask Off', 'Slippery (feat. Gucci Mane)')",0.0112
"('Congratulations', 'Rolex', 'iSpy (feat. Lil Yachty)')",0.0112
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Bounce Back', 'Congratulations')",0.0104
"('Bank Account', 'Magnolia', 'XO TOUR Llif3')",0.0104
"('Bounce Back', 'Chill Bill', 'Congratulations')",0.0112
"('Bounce Back', 'Caroline', 'HUMBLE.')",0.0104
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Chill Bill', 'Congratulations')",0.0112
"('Chill Bill', 'Congratulations', 'goosebumps')",0.0104
"('HUMBLE.', 'Mask Off', 'XO TOUR Llif3')",0.012
"('Mask Off', 'XO TOUR Llif3', 'iSpy (feat. Lil Yachty)')",0.0112
"('Bank Account', 'XO TOUR Llif3', 'goosebumps')",0.0104
"('Bounce Back', 'Mask Off', 'iSpy (feat. Lil Yachty)')",0.0112
"('Mask Off', 'Slippery (feat. Gucci Mane)', 'iSpy (feat. Lil Yachty)')",0.0104
"('HUMBLE.', 'Tunnel Vision', 'iSpy (feat. Lil Yachty)')",0.0104
"('Mask Off', 'goosebumps', 'iSpy (feat. Lil Yachty)')",0.0112
"('HUMBLE.', 'Slippery (feat. Gucci Mane)', 'iSpy (feat. Lil Yachty)')",0.0104
"('Bank Account', 'Butterfly Effect', 'XO TOUR Llif3')",0.0104
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Bounce Back', 'goosebumps')",0.0104
"('Bounce Back', 'Congratulations', 'Swang')",0.0136
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Bounce Back', 'HUMBLE.')",0.0112
"('Bounce Back', 'Swang', 'goosebumps')",0.012
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Chill Bill', 'HUMBLE.')",0.0104
"('Caroline', 'Swang', 'iSpy (feat. Lil Yachty)')",0.0112
"('Congratulations', 'Swang', 'XO TOUR Llif3')",0.0136
"('Congratulations', 'Swang', 'goosebumps')",0.012
"('Swang', 'XO TOUR Llif3', 'iSpy (feat. Lil Yachty)')",0.0112
"('Bounce Back', 'Slippery (feat. Gucci Mane)', 'XO TOUR Llif3')",0.0104
"('Congratulations', 'HUMBLE.', 'rockstar')",0.0104
"('Congratulations', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'goosebumps')",0.0104
"('Caroline', 'Congratulations', 'HUMBLE.')",0.012
"('HUMBLE.', 'XO TOUR Llif3', 'goosebumps')",0.012
"('HUMBLE.', 'Slippery (feat. Gucci Mane)', 'rockstar')",0.0104
"('Bounce Back', 'XO TOUR Llif3', 'iSpy (feat. Lil Yachty)')",0.0112
"('Congratulations', 'XO TOUR Llif3', 'iSpy (feat. Lil Yachty)')",0.012
"('Congratulations', 'Mask Off', 'XO TOUR Llif3')",0.012
"('Mask Off', 'Swang', 'iSpy (feat. Lil Yachty)')",0.0112
"('Broccoli (feat. Lil Yachty)', 'Caroline', 'Chill Bill')",0.012
"('Congratulations', 'Rolex', 'Swang')",0.0104
"('Bounce Back', 'Mask Off', 'Tunnel Vision')",0.0104
"('Mask Off', 'Slippery (feat. Gucci Mane)', 'Tunnel Vision')",0.0112
"('HUMBLE.', 'Slippery (feat. Gucci Mane)', 'Tunnel Vision')",0.0112
"('Tunnel Vision', 'XO TOUR Llif3', 'goosebumps')",0.0104
"('Congratulations', 'Mask Off', 'iSpy (feat. Lil Yachty)')",0.0128
"('Bounce Back', 'Congratulations', 'Rolex')",0.0104
"('Rolex', 'Swang', 'iSpy (feat. Lil Yachty)')",0.0104
"('Mask Off', 'Tunnel Vision', 'iSpy (feat. Lil Yachty)')",0.0112
"('Caroline', 'HUMBLE.', 'XO TOUR Llif3')",0.0112
"('Chill Bill', 'Congratulations', 'Swang')",0.0104
"('Bounce Back', 'goosebumps', 'iSpy (feat. Lil Yachty)')",0.0128
"('Slippery (feat. Gucci Mane)', 'Tunnel Vision', 'XO TOUR Llif3')",0.0112
"('Bounce Back', 'HUMBLE.', 'goosebumps')",0.0136
"('Caroline', 'HUMBLE.', 'iSpy (feat. Lil Yachty)')",0.0112
"('Bounce Back', 'Caroline', 'goosebumps')",0.0112
"('Congratulations', 'HUMBLE.', 'XO TOUR Llif3')",0.0136
"('Congratulations', 'HUMBLE.', 'goosebumps')",0.0152
"('Broccoli (feat. Lil Yachty)', 'Caroline', 'Congratulations')",0.0112
"('Congratulations', 'Slippery (feat. Gucci Mane)', 'XO TOUR Llif3')",0.0128
"('Congratulations', 'Slippery (feat. Gucci Mane)', 'goosebumps')",0.0112
"('Bounce Back', 'Congratulations', 'Fake Love')",0.0112
"('Bounce Back', 'Congratulations', 'Tunnel Vision')",0.0128
"('Broccoli (feat. Lil Yachty)', 'Congratulations', 'goosebumps')",0.0104
"('Bounce Back', 'Slippery (feat. Gucci Mane)', 'Tunnel Vision')",0.0104
"('Chill Bill', 'Congratulations', 'iSpy (feat. Lil Yachty)')",0.012
"('Congratulations', 'HUMBLE.', 'Jumpman')",0.0104
"('Broccoli (feat. Lil Yachty)', 'Congratulations', 'HUMBLE.')",0.0112
"('Slippery (feat. Gucci Mane)', 'Swang', 'Tunnel Vision')",0.0104
"('HUMBLE.', 'Mask Off', 'iSpy (feat. Lil Yachty)')",0.0112
"('Bounce Back', 'Swang', 'XO TOUR Llif3')",0.0112
"('Bounce Back', 'HUMBLE.', 'Slippery (feat. Gucci Mane)')",0.0104
"('Broccoli (feat. Lil Yachty)', 'Chill Bill', 'Congratulations')",0.0104
"('Broccoli (feat. Lil Yachty)', 'Caroline', 'HUMBLE.')",0.012
"('HUMBLE.', 'Swang', 'XO TOUR Llif3')",0.0112
"('Congratulations', 'HUMBLE.', 'Slippery (feat. Gucci Mane)')",0.0112
"('Congratulations', 'Mask Off', 'Tunnel Vision')",0.0128
