"('No Problem (feat. Lil Wayne & 2 Chainz)', 'iSpy (feat. Lil Yachty)')",0.0106
"('Closer', 'Paris')",0.0114
"('One Dance', 'Too Good')",0.0132
"('Drowning (feat. Kodak Black)', 'XO TOUR Llif3')",0.0124
"('Santeria', 'What I Got')",0.0108
"('HUMBLE.', 'Unforgettable')",0.0102
"('Bounce Back', 'goosebumps')",0.0134
"(""'Till I Collapse"", 'Lose Yourself - Soundtrack Version')",0.01
"('679 (feat. Remy Boyz)', 'Trap Queen')",0.011
"('T-Shirt', 'Tunnel Vision')",0.011
"('Knee Deep (feat. Jimmy Buffett)', 'Toes')",0.0102
"('HUMBLE.', 'Redbone')",0.0106
"('HUMBLE.', 'XO TOUR Llif3')",0.0198
"('Tunnel Vision', 'iSpy (feat. Lil Yachty)')",0.0126
"('Slippery (feat. Gucci Mane)', 'goosebumps')",0.0118
"('Cold Water (feat. Justin Bieber & MØ)', ""Don't Let Me Down"")",0.0108
"('Butterfly Effect', 'Magnolia')",0.0114
"('Congratulations', 'Redbone')",0.01
"('Bounce Back', 'Broccoli (feat. Lil Yachty)')",0.012
"('HUMBLE.', 'iSpy (feat. Lil Yachty)')",0.018
"('Mask Off', 'Portland')",0.0112
"('Broccoli (feat. Lil Yachty)', 'Closer')",0.0106
"('Caroline', 'XO TOUR Llif3')",0.0108
"('Caroline', 'Congratulations')",0.0128
"('Caroline', 'HUMBLE.')",0.0152
"('Hotline Bling', 'One Dance')",0.0102
"(""Don't Let Me Down"", 'Roses')",0.011
"('Bounce Back', 'T-Shirt')",0.01
"('Closer', 'Starving')",0.0126
"('Tunnel Vision', 'goosebumps')",0.0108
"('Slippery (feat. Gucci Mane)', 'Tunnel Vision')",0.0116
"('Congratulations', 'Drowning (feat. Kodak Black)')",0.0108
"('Love Yourself', 'Sorry')",0.0126
"('Controlla', 'One Dance')",0.0118
"(""Don't Let Me Down"", 'This Is What You Came For')",0.0108
"('HUMBLE.', 'goosebumps')",0.0156
"('Congratulations', 'Magnolia')",0.0112
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles')",0.0116
"('HUMBLE.', 'Slippery (feat. Gucci Mane)')",0.0148
"('Congratulations', 'Passionfruit')",0.0102
"('Jumpman', 'Panda')",0.012
"('Magnolia', 'XO TOUR Llif3')",0.014
"('Closer', 'Roses')",0.0144
"('Passionfruit', 'XO TOUR Llif3')",0.011
"('Paris', 'Something Just Like This')",0.01
"('Despacito - Remix', ""I'm the One"")",0.0136
"('Butterfly Effect', 'XO TOUR Llif3')",0.0126
"('Congratulations', 'Deja Vu')",0.0104
"('Bank Account', 'Butterfly Effect')",0.0122
"('Broccoli (feat. Lil Yachty)', 'Panda')",0.0138
"('Closer', 'This Is What You Came For')",0.01
"('HUMBLE.', 'Mask Off')",0.0204
"('Butterfly Effect', 'Congratulations')",0.0112
"('Butterfly Effect', 'HUMBLE.')",0.0102
"('HUMBLE.', 'Swang')",0.0106
"('Bank Account', 'Magnolia')",0.0142
"('HUMBLE.', 'Tunnel Vision')",0.0144
"('Congratulations', 'Mask Off')",0.0164
"('Swang', 'XO TOUR Llif3')",0.0114
"('Drowning (feat. Kodak Black)', 'HUMBLE.')",0.0106
"('Needed Me', 'One Dance')",0.0104
"(""I'm the One"", 'iSpy (feat. Lil Yachty)')",0.0112
"('Caroline', 'Mask Off')",0.0118
"('Fake Love', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.01
"('One Dance', 'Panda')",0.0144
"('Congratulations', 'Unforgettable')",0.0112
"('Swang', 'iSpy (feat. Lil Yachty)')",0.0108
"('Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3')",0.0118
"('Congratulations', 'XO TOUR Llif3')",0.0188
"('G.O.M.D.', 'No Role Modelz')",0.0104
"('Magnolia', 'Slippery (feat. Gucci Mane)')",0.0108
"('Congratulations', 'HUMBLE.')",0.022
"('Closer', 'Ride')",0.0112
"('Butterfly Effect', 'goosebumps')",0.0108
"('Broccoli (feat. Lil Yachty)', 'Caroline')",0.017
"('Congratulations', 'Fake Love')",0.0128
"('Closer', 'Gold')",0.013
"('HUMBLE.', 'rockstar')",0.0112
"('Butterfly Effect', 'Slippery (feat. Gucci Mane)')",0.0104
"('Congratulations', 'iSpy (feat. Lil Yachty)')",0.0178
"('Chill Bill', 'Congratulations')",0.0102
"('Chill Bill', 'HUMBLE.')",0.01
"('Caroline', 'Fake Love')",0.0142
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Caroline')",0.0138
"('Congratulations', 'rockstar')",0.0114
"('Roses', 'Sorry')",0.0104
"('Cold Water (feat. Justin Bieber & MØ)', 'Let Me Love You')",0.012
"('Congratulations', 'Rolex')",0.01
"('Swang', 'goosebumps')",0.0108
"('Caroline', 'iSpy (feat. Lil Yachty)')",0.0154
"('HUMBLE.', ""I'm the One"")",0.013
"('Mask Off', 'XO TOUR Llif3')",0.0156
"('Unforgettable', 'XO TOUR Llif3')",0.0112
"('Portland', 'XO TOUR Llif3')",0.011
"('Bank Account', 'XO TOUR Llif3')",0.015
"('Black Beatles', 'Caroline')",0.0124
"('Bank Account', 'Congratulations')",0.0118
"('Slippery (feat. Gucci Mane)', 'T-Shirt')",0.0106
"('Bank Account', 'HUMBLE.')",0.0136
"('HUMBLE.', 'Portland')",0.0116
"('Sorry', 'What Do You Mean?')",0.0142
"('DNA.', 'Mask Off')",0.0114
"('Congratulations', 'goosebumps')",0.0166
"('goosebumps', 'pick up the phone')",0.0104
"('Broccoli (feat. Lil Yachty)', 'Mask Off')",0.0114
"('Congratulations', 'Slippery (feat. Gucci Mane)')",0.014
"('Caroline', 'goosebumps')",0.0102
"('Closer', 'Shape of You')",0.0122
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Mask Off')",0.014
"('One Dance', 'Work')",0.01
"('Magnolia', 'rockstar')",0.01
"('DNA.', 'XO TOUR Llif3')",0.0128
"('DNA.', 'HUMBLE.')",0.019
"('Butterfly Effect', 'rockstar')",0.0112
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Bounce Back')",0.0156
"('Portland', 'goosebumps')",0.01
"('Broccoli (feat. Lil Yachty)', 'Congratulations')",0.012
"('Broccoli (feat. Lil Yachty)', 'HUMBLE.')",0.0138
"('HUMBLE.', 'T-Shirt')",0.0116
"('Congratulations', 'Swang')",0.012
"('Congratulations', 'Tunnel Vision')",0.0138
"('Caroline', 'Chill Bill')",0.0114
"('Broccoli (feat. Lil Yachty)', 'Fake Love')",0.0106
"('Portland', 'Slippery (feat. Gucci Mane)')",0.0102
"('Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)')",0.0124
"('Congratulations', 'T-Shirt')",0.0124
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Congratulations')",0.0148
"('Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.')",0.0168
"('Congratulations', 'Mask Off', 'XO TOUR Llif3')",0.0102
"('Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.', 'Mask Off')",0.0106
"('Bounce Back', 'HUMBLE.', 'Mask Off')",0.0106
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Congratulations', 'HUMBLE.')",0.0108
"('Bounce Back', 'Congratulations', 'HUMBLE.')",0.0102
"('Congratulations', 'Mask Off', 'iSpy (feat. Lil Yachty)')",0.0114
"('DNA.', 'HUMBLE.', 'XO TOUR Llif3')",0.011
"('Bank Account', 'Magnolia', 'XO TOUR Llif3')",0.0102
"('Congratulations', 'HUMBLE.', 'Mask Off')",0.0122
"('HUMBLE.', 'Mask Off', 'XO TOUR Llif3')",0.0122
"('HUMBLE.', 'XO TOUR Llif3', 'iSpy (feat. Lil Yachty)')",0.0104
"('Mask Off', 'XO TOUR Llif3', 'iSpy (feat. Lil Yachty)')",0.0102
"('Bounce Back', 'Mask Off', 'iSpy (feat. Lil Yachty)')",0.011
"('Caroline', 'HUMBLE.', 'iSpy (feat. Lil Yachty)')",0.0104
"('Congratulations', 'HUMBLE.', 'XO TOUR Llif3')",0.0124
"('Congratulations', 'Tunnel Vision', 'XO TOUR Llif3')",0.01
"('Congratulations', 'XO TOUR Llif3', 'goosebumps')",0.0112
"('Congratulations', 'HUMBLE.', 'goosebumps')",0.011
"('HUMBLE.', 'Mask Off', 'Tunnel Vision')",0.0104
"('Bounce Back', 'HUMBLE.', 'XO TOUR Llif3')",0.0102
"('DNA.', 'HUMBLE.', 'Mask Off')",0.0104
"('HUMBLE.', 'Mask Off', 'iSpy (feat. Lil Yachty)')",0.0126
"('HUMBLE.', 'XO TOUR Llif3', 'goosebumps')",0.0102
"('HUMBLE.', 'Tunnel Vision', 'XO TOUR Llif3')",0.01
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Congratulations', 'iSpy (feat. Lil Yachty)')",0.0102
"('Bounce Back', 'HUMBLE.', 'iSpy (feat. Lil Yachty)')",0.0104
"('Congratulations', 'HUMBLE.', 'iSpy (feat. Lil Yachty)')",0.0128
"('HUMBLE.', 'Mask Off', 'goosebumps')",0.01
