,0
"('Broccoli (feat. Lil Yachty)', 'Chill Bill')",0.0121
"('Bounce Back', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.0108
"('Mask Off', 'iSpy (feat. Lil Yachty)')",0.0147
"('Congratulations', 'Fake Love')",0.0106
"('Bad and Boujee (feat. Lil Uzi Vert)', 'pick up the phone')",0.01
"('HUMBLE.', 'Mask Off')",0.0204
"('goosebumps', 'iSpy (feat. Lil Yachty)')",0.0122
"('Fake Love', 'goosebumps')",0.0101
"('Drowning (feat. Kodak Black)', 'XO TOUR Llif3')",0.0124
"('Broccoli (feat. Lil Yachty)', 'Caroline')",0.0172
"(""Don't Let Me Down"", 'One Dance')",0.0103
"('Congratulations', 'iSpy (feat. Lil Yachty)')",0.0162
"('Broccoli (feat. Lil Yachty)', 'Mask Off')",0.0104
"('Bank Account', 'Slippery (feat. Gucci Mane)')",0.0105
"('XO TOUR Llif3', 'goosebumps')",0.0152
"('Bank Account', 'goosebumps')",0.01
"('HUMBLE.', 'Swang')",0.0113
"('Black Beatles', 'Fake Love')",0.01
"('HUMBLE.', 'iSpy (feat. Lil Yachty)')",0.0155
"('Bounce Back', 'Caroline')",0.0139
"('Bounce Back', 'Mask Off')",0.0136
"('Slippery (feat. Gucci Mane)', 'Tunnel Vision')",0.011
"('Portland', 'XO TOUR Llif3')",0.0102
"(""Don't Let Me Down"", 'Roses')",0.0111
"('Caroline', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.0135
"('Closer', 'One Dance')",0.0121
"('Caroline', 'Chill Bill')",0.0115
"('HUMBLE.', 'Passionfruit')",0.0123
"('Bad and Boujee (feat. Lil Uzi Vert)', 'You Was Right')",0.0105
"('Swang', 'XO TOUR Llif3')",0.0113
"('HUMBLE.', 'Magnolia')",0.0108
"('Mask Off', 'Slippery (feat. Gucci Mane)')",0.0126
"('Closer', 'Roses')",0.0139
"('Tunnel Vision', 'goosebumps')",0.0111
"('Congratulations', 'Unforgettable')",0.0104
"('Congratulations', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.01
"('Caroline', 'Mask Off')",0.0101
"('Broccoli (feat. Lil Yachty)', 'Closer')",0.0107
"('HUMBLE.', 'Unforgettable')",0.0106
"('Congratulations', 'Slippery (feat. Gucci Mane)')",0.0132
"('HUMBLE.', 'Slippery (feat. Gucci Mane)')",0.0148
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Money Longer')",0.0108
"('HUMBLE.', 'goosebumps')",0.0167
"('Black Beatles', 'No Problem (feat. Lil Wayne & 2 Chainz)')",0.01
"('Mask Off', 'Swang')",0.0112
"('Congratulations', 'Mask Off')",0.0162
"('Closer', 'Gold')",0.0118
"('HUMBLE.', 'T-Shirt')",0.0124
"('Magnolia', 'XO TOUR Llif3')",0.0117
"('DNA.', 'Mask Off')",0.011
"('T-Shirt', 'XO TOUR Llif3')",0.011
"('Bounce Back', 'goosebumps')",0.0127
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles')",0.0131
"('Congratulations', 'Swang')",0.0112
"('Black Beatles', 'Caroline')",0.0128
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Congratulations')",0.0149
"('Bank Account', 'XO TOUR Llif3')",0.0128
"('Bounce Back', 'T-Shirt')",0.0102
"('Bounce Back', 'Broccoli (feat. Lil Yachty)')",0.0129
"('Butterfly Effect', 'XO TOUR Llif3')",0.0107
"('No Role Modelz', 'Wet Dreamz')",0.01
"('Black Beatles', 'Bounce Back')",0.0114
"('1-800-273-8255', 'HUMBLE.')",0.0107
"('Caroline', 'goosebumps')",0.0106
"('T-Shirt', 'Tunnel Vision')",0.0107
"('Drowning (feat. Kodak Black)', 'HUMBLE.')",0.0117
"('Mask Off', 'goosebumps')",0.0148
"('Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3')",0.0131
"('Slippery (feat. Gucci Mane)', 'goosebumps')",0.0125
"('Closer', 'Paris')",0.0102
"('Swang', 'iSpy (feat. Lil Yachty)')",0.01
"('HUMBLE.', 'Portland')",0.0106
"('No Problem (feat. Lil Wayne & 2 Chainz)', 'goosebumps')",0.01
"('Broccoli (feat. Lil Yachty)', 'Congratulations')",0.0115
"('Congratulations', 'DNA.')",0.0105
"('Bank Account', 'Butterfly Effect')",0.0111
"('Congratulations', 'goosebumps')",0.0155
"('Mask Off', 'T-Shirt')",0.0117
"('Broccoli (feat. Lil Yachty)', 'One Dance')",0.0121
"('Slippery (feat. Gucci Mane)', 'T-Shirt')",0.0111
"('Butterfly Effect', 'HUMBLE.')",0.0101
"('Unforgettable', 'XO TOUR Llif3')",0.0103
"('Bounce Back', 'Congratulations')",0.0136
"('Closer', 'Cold Water (feat. Justin Bieber & MØ)')",0.0145
"('Congratulations', 'Drowning (feat. Kodak Black)')",0.0105
"('XO TOUR Llif3', 'rockstar')",0.0112
"('Bank Account', 'rockstar')",0.0104
"('Congratulations', 'T-Shirt')",0.0115
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Tunnel Vision')",0.0107
"('Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.')",0.0167
"('HUMBLE.', 'Mask Off', 'XO TOUR Llif3')",0.0131
"('DNA.', 'HUMBLE.', 'XO TOUR Llif3')",0.0102
"('Congratulations', 'XO TOUR Llif3', 'goosebumps')",0.0104
"('Congratulations', 'HUMBLE.', 'XO TOUR Llif3')",0.0128
"('HUMBLE.', 'Mask Off', 'iSpy (feat. Lil Yachty)')",0.0101
"('Congratulations', 'HUMBLE.', 'iSpy (feat. Lil Yachty)')",0.0109
"('HUMBLE.', 'Slippery (feat. Gucci Mane)', 'XO TOUR Llif3')",0.0101
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Bounce Back', 'Broccoli (feat. Lil Yachty)')",0.01
"('Congratulations', 'Mask Off', 'XO TOUR Llif3')",0.0107
"('DNA.', 'HUMBLE.', 'Mask Off')",0.01
"('Congratulations', 'HUMBLE.', 'Mask Off')",0.0121
"('Bad and Boujee (feat. Lil Uzi Vert)', 'Congratulations', 'HUMBLE.')",0.0101
"('Congratulations', 'HUMBLE.', 'goosebumps')",0.0112
"('HUMBLE.', 'XO TOUR Llif3', 'goosebumps')",0.0111
"('Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.', 'Mask Off')",0.011
"('Bounce Back', 'HUMBLE.', 'Mask Off')",0.0101
"('HUMBLE.', 'Tunnel Vision', 'XO TOUR Llif3')",0.0102
"('HUMBLE.', 'Mask Off', 'goosebumps')",0.011
"('Mask Off', 'XO TOUR Llif3', 'goosebumps')",0.0101
